training_example_id,customer_id,merchant_id,amount,failure_category,payment_method,time_since_failure_min,customer_success_rate,customer_failure_rate,payment_method_success_rate,payment_method_failure_rate,previous_recovery_attempts,previous_recovery_successes,previous_recovery_failures,candidate_action,outcome
training_0678,cust_0285,merchant_036,290.32,TEMPORARY_FAILURE,NETBANKING,2619,0.1204,0.5340,0.1035,0.6075,2,0,2,REMINDER,FAILURE
training_0679,cust_0281,merchant_050,804.27,INSUFFICIENT_FUNDS,WALLET,1854,0.9129,0.8526,0.8921,0.4077,2,1,1,REMINDER,FAILURE
training_0680,cust_0233,merchant_021,9.45,TEMPORARY_FAILURE,UPI,1628,0.6843,0.1361,0.5581,0.8138,1,1,0,REMINDER,FAILURE
training_0681,cust_0016,merchant_026,695.92,PAYMENT_METHOD_ERROR,NETBANKING,1347,0.7463,0.7509,0.3849,0.4926,4,1,1,RETRY,FAILURE
training_0682,cust_0278,merchant_025,370.40,UNKNOWN_FAILURE,WALLET,2536,0.8861,0.1213,0.1153,0.8439,5,5,0,REMINDER,FAILURE
training_0683,cust_0115,merchant_004,408.74,PAYMENT_METHOD_ERROR,NETBANKING,2746,0.7256,0.2008,0.5842,0.8574,5,0,1,REMINDER,FAILURE
training_0684,cust_0265,merchant_032,373.74,TEMPORARY_FAILURE,NETBANKING,1434,0.5051,0.2888,0.4861,0.5332,0,0,0,REMINDER,FAILURE
training_0685,cust_0026,merchant_038,472.43,INSUFFICIENT_FUNDS,WALLET,2803,0.8656,0.1317,0.8252,0.5300,4,1,0,RETRY,FAILURE
training_0686,cust_0151,merchant_050,554.27,PAYMENT_METHOD_ERROR,UPI,413,0.3091,0.1236,0.7421,0.6295,2,2,0,RETRY,FAILURE
training_0687,cust_0002,merchant_028,319.44,TEMPORARY_FAILURE,CARD,157,0.4116,0.8495,0.3518,0.3739,5,4,1,RETRY,FAILURE
training_0688,cust_0298,merchant_031,97.20,TEMPORARY_FAILURE,WALLET,1366,0.8157,0.3228,0.5425,0.8345,1,1,0,RETRY,FAILURE
training_0689,cust_0199,merchant_007,336.81,UNKNOWN_FAILURE,WALLET,2588,0.2761,0.1925,0.9035,0.7427,0,0,0,REMINDER,FAILURE
training_0690,cust_0347,merchant_017,926.08,UNKNOWN_FAILURE,WALLET,2450,0.4577,0.7786,0.5376,0.4057,1,1,0,REMINDER,FAILURE
training_0691,cust_0038,merchant_027,51.98,PAYMENT_METHOD_ERROR,CARD,1655,0.4230,0.7706,0.2608,0.1256,5,2,1,RETRY,FAILURE
training_0692,cust_0147,merchant_006,788.77,UNKNOWN_FAILURE,UPI,2870,0.8683,0.8978,0.9426,0.6358,1,1,0,REMINDER,FAILURE
training_0693,cust_0124,merchant_004,759.62,PAYMENT_METHOD_ERROR,UPI,714,0.4231,0.1513,0.5285,0.1765,5,1,0,RETRY,FAILURE
training_0694,cust_0017,merchant_035,945.17,UNKNOWN_FAILURE,NETBANKING,1642,0.6018,0.7905,0.7885,0.4331,4,0,2,REMINDER,FAILURE
training_0695,cust_0006,merchant_005,412.78,UNKNOWN_FAILURE,WALLET,232,0.4006,0.8683,0.8018,0.7380,5,5,0,RETRY,FAILURE
training_0696,cust_0325,merchant_015,194.76,TEMPORARY_FAILURE,WALLET,2437,0.3246,0.7529,0.3154,0.1272,1,1,0,REMINDER,FAILURE
training_0697,cust_0292,merchant_035,133.32,PAYMENT_METHOD_ERROR,UPI,697,0.5453,0.6602,0.2640,0.0631,2,2,0,RETRY,FAILURE
training_0698,cust_0345,merchant_020,387.34,PAYMENT_METHOD_ERROR,NETBANKING,1618,0.8806,0.4931,0.3855,0.6280,5,5,0,REMINDER,FAILURE
training_0699,cust_0306,merchant_010,347.90,UNKNOWN_FAILURE,NETBANKING,2613,0.4501,0.5155,0.1285,0.5442,4,2,1,REMINDER,FAILURE
training_0700,cust_0026,merchant_032,669.95,PAYMENT_METHOD_ERROR,NETBANKING,327,0.5193,0.7255,0.5393,0.5715,4,0,1,REMINDER,FAILURE
training_0701,cust_0267,merchant_050,333.09,TEMPORARY_FAILURE,CARD,2308,0.9240,0.3793,0.3883,0.4578,1,1,0,REMINDER,FAILURE
training_0702,cust_0118,merchant_022,81.56,PAYMENT_METHOD_ERROR,CARD,94,0.8294,0.6026,0.2240,0.4734,3,3,0,REMINDER,FAILURE
training_0703,cust_0158,merchant_019,274.90,PAYMENT_METHOD_ERROR,UPI,2693,0.8695,0.3282,0.7609,0.2364,1,1,0,RETRY,SUCCESS
training_0704,cust_0201,merchant_024,79.52,TEMPORARY_FAILURE,NETBANKING,2491,0.1717,0.4678,0.8056,0.4270,4,3,1,RETRY,FAILURE
training_0705,cust_0178,merchant_032,915.32,PAYMENT_METHOD_ERROR,CARD,630,0.8639,0.3555,0.3756,0.5977,3,0,0,REMINDER,FAILURE
training_0706,cust_0106,merchant_035,504.76,UNKNOWN_FAILURE,UPI,1668,0.4007,0.4558,0.5003,0.6029,2,0,1,REMINDER,FAILURE
training_0707,cust_0161,merchant_019,449.02,PAYMENT_METHOD_ERROR,UPI,409,0.6483,0.8642,0.6628,0.8461,4,2,0,RETRY,FAILURE
training_0708,cust_0241,merchant_009,537.44,PAYMENT_METHOD_ERROR,WALLET,403,0.6190,0.8041,0.4098,0.2810,2,2,0,REMINDER,FAILURE
training_0709,cust_0232,merchant_009,624.81,UNKNOWN_FAILURE,WALLET,1506,0.5141,0.5514,0.3097,0.3074,3,0,0,REMINDER,FAILURE
training_0710,cust_0014,merchant_035,429.81,PAYMENT_METHOD_ERROR,CARD,958,0.5171,0.3312,0.7714,0.8113,2,2,0,RETRY,FAILURE
training_0711,cust_0305,merchant_022,430.46,TEMPORARY_FAILURE,CARD,2528,0.6669,0.4567,0.6127,0.4068,5,2,1,REMINDER,FAILURE
training_0712,cust_0003,merchant_041,606.01,INSUFFICIENT_FUNDS,WALLET,496,0.4479,0.6239,0.5422,0.6631,1,0,1,REMINDER,FAILURE
training_0713,cust_0003,merchant_024,185.73,INSUFFICIENT_FUNDS,CARD,2038,0.8761,0.4203,0.1909,0.0658,2,0,2,REMINDER,FAILURE
training_0714,cust_0215,merchant_011,833.35,PAYMENT_METHOD_ERROR,CARD,2674,0.4121,0.4775,0.8544,0.3515,2,2,0,RETRY,FAILURE
training_0715,cust_0317,merchant_023,327.28,PAYMENT_METHOD_ERROR,NETBANKING,1521,0.6681,0.1192,0.4958,0.4408,1,0,1,RETRY,FAILURE
training_0716,cust_0121,merchant_012,105.60,INSUFFICIENT_FUNDS,UPI,496,0.1340,0.6346,0.5624,0.3981,5,5,0,REMINDER,FAILURE
training_0717,cust_0247,merchant_006,987.04,PAYMENT_METHOD_ERROR,UPI,1645,0.6372,0.6837,0.3158,0.5817,2,1,0,RETRY,FAILURE
training_0718,cust_0106,merchant_014,468.83,INSUFFICIENT_FUNDS,WALLET,47,0.1440,0.2699,0.4189,0.8367,1,0,1,REMINDER,SUCCESS
training_0719,cust_0006,merchant_049,544.59,INSUFFICIENT_FUNDS,CARD,1834,0.6980,0.3239,0.1576,0.5541,0,0,0,RETRY,FAILURE
training_0720,cust_0080,merchant_039,702.41,UNKNOWN_FAILURE,UPI,1433,0.6557,0.8492,0.5000,0.3554,2,2,0,RETRY,FAILURE
training_0721,cust_0239,merchant_028,501.90,PAYMENT_METHOD_ERROR,NETBANKING,1979,0.6369,0.1178,0.5714,0.2031,4,0,1,RETRY,FAILURE
training_0722,cust_0150,merchant_050,487.77,UNKNOWN_FAILURE,NETBANKING,2489,0.6765,0.4861,0.6727,0.4072,3,2,0,RETRY,FAILURE
training_0723,cust_0350,merchant_009,946.84,TEMPORARY_FAILURE,NETBANKING,884,0.4723,0.8583,0.9404,0.6313,5,3,0,REMINDER,FAILURE
training_0724,cust_0281,merchant_039,729.65,TEMPORARY_FAILURE,WALLET,2606,0.2373,0.0615,0.8490,0.6318,3,0,1,RETRY,FAILURE
training_0725,cust_0307,merchant_028,233.30,PAYMENT_METHOD_ERROR,CARD,437,0.2137,0.5984,0.4080,0.4923,0,0,0,RETRY,FAILURE
training_0726,cust_0184,merchant_039,346.37,UNKNOWN_FAILURE,CARD,1128,0.4365,0.8102,0.1432,0.4793,1,0,1,REMINDER,FAILURE
training_0727,cust_0254,merchant_004,340.99,INSUFFICIENT_FUNDS,CARD,489,0.4461,0.4355,0.7816,0.3427,4,1,3,REMINDER,FAILURE
training_0728,cust_0180,merchant_049,246.71,UNKNOWN_FAILURE,CARD,660,0.1268,0.6041,0.8673,0.1495,2,2,0,REMINDER,FAILURE
training_0729,cust_0150,merchant_011,160.04,PAYMENT_METHOD_ERROR,NETBANKING,423,0.5198,0.0953,0.6391,0.7557,2,2,0,RETRY,FAILURE
training_0730,cust_0008,merchant_049,246.90,UNKNOWN_FAILURE,WALLET,2143,0.3981,0.4005,0.4481,0.8093,0,0,0,REMINDER,FAILURE
training_0731,cust_0218,merchant_032,175.66,UNKNOWN_FAILURE,NETBANKING,2772,0.8112,0.0590,0.2473,0.0861,1,1,0,REMINDER,FAILURE
training_0732,cust_0138,merchant_001,70.93,INSUFFICIENT_FUNDS,NETBANKING,2721,0.5808,0.1391,0.7926,0.2111,0,0,0,REMINDER,FAILURE
training_0733,cust_0095,merchant_016,889.91,TEMPORARY_FAILURE,CARD,2840,0.1880,0.6787,0.7378,0.6446,4,4,0,RETRY,SUCCESS
training_0734,cust_0081,merchant_020,352.54,TEMPORARY_FAILURE,WALLET,777,0.3375,0.0519,0.6040,0.4891,0,0,0,RETRY,FAILURE
training_0735,cust_0120,merchant_017,649.25,TEMPORARY_FAILURE,CARD,88,0.8840,0.1006,0.6747,0.6799,4,0,3,RETRY,SUCCESS
training_0736,cust_0191,merchant_032,184.67,UNKNOWN_FAILURE,NETBANKING,829,0.1147,0.3502,0.9221,0.8829,4,0,3,REMINDER,FAILURE
training_0737,cust_0207,merchant_044,587.89,PAYMENT_METHOD_ERROR,NETBANKING,869,0.5748,0.1937,0.4946,0.7955,5,4,1,REMINDER,FAILURE
training_0738,cust_0322,merchant_030,714.01,INSUFFICIENT_FUNDS,WALLET,1693,0.1543,0.2403,0.4491,0.1788,3,2,1,RETRY,FAILURE
training_0739,cust_0256,merchant_015,594.16,UNKNOWN_FAILURE,UPI,765,0.9292,0.6909,0.9429,0.5695,4,1,0,RETRY,SUCCESS
training_0740,cust_0116,merchant_018,479.48,UNKNOWN_FAILURE,WALLET,1682,0.9372,0.6530,0.4205,0.1649,3,2,1,REMINDER,FAILURE
training_0741,cust_0080,merchant_030,568.53,UNKNOWN_FAILURE,UPI,628,0.6048,0.2360,0.5109,0.1080,5,4,1,REMINDER,SUCCESS
training_0742,cust_0286,merchant_026,449.08,INSUFFICIENT_FUNDS,UPI,376,0.2401,0.5015,0.5450,0.4346,4,1,1,RETRY,SUCCESS
training_0743,cust_0203,merchant_048,450.84,UNKNOWN_FAILURE,CARD,733,0.7878,0.5907,0.7968,0.7439,0,0,0,RETRY,FAILURE
training_0744,cust_0010,merchant_010,659.19,UNKNOWN_FAILURE,CARD,1147,0.7589,0.0826,0.4100,0.6312,1,1,0,REMINDER,FAILURE
training_0745,cust_0290,merchant_028,633.93,INSUFFICIENT_FUNDS,CARD,1161,0.7935,0.0671,0.5102,0.3500,4,1,2,RETRY,FAILURE
training_0746,cust_0219,merchant_002,234.77,UNKNOWN_FAILURE,NETBANKING,1784,0.4512,0.4059,0.7759,0.4246,4,3,0,RETRY,FAILURE
training_0747,cust_0159,merchant_015,724.81,UNKNOWN_FAILURE,WALLET,2094,0.1999,0.8946,0.8763,0.1241,2,0,0,RETRY,FAILURE
training_0748,cust_0044,merchant_022,700.38,PAYMENT_METHOD_ERROR,CARD,1490,0.2628,0.7922,0.8408,0.5494,3,1,0,REMINDER,FAILURE
training_0749,cust_0047,merchant_041,62.53,TEMPORARY_FAILURE,WALLET,2173,0.8332,0.6980,0.5706,0.2124,0,0,0,REMINDER,FAILURE
training_0750,cust_0339,merchant_014,802.16,PAYMENT_METHOD_ERROR,UPI,1984,0.3556,0.8065,0.5811,0.3456,3,0,0,RETRY,FAILURE
training_0751,cust_0245,merchant_021,610.89,TEMPORARY_FAILURE,WALLET,1411,0.5157,0.1004,0.3781,0.3956,2,2,0,REMINDER,FAILURE
training_0752,cust_0248,merchant_036,307.01,TEMPORARY_FAILURE,UPI,866,0.1137,0.6686,0.3397,0.7890,2,2,0,REMINDER,FAILURE
training_0753,cust_0114,merchant_026,271.12,TEMPORARY_FAILURE,WALLET,690,0.6170,0.6692,0.7486,0.5187,1,1,0,REMINDER,FAILURE
training_0754,cust_0249,merchant_007,882.46,TEMPORARY_FAILURE,UPI,2719,0.1637,0.3575,0.2145,0.0933,5,2,1,RETRY,SUCCESS
training_0755,cust_0289,merchant_028,710.04,TEMPORARY_FAILURE,NETBANKING,219,0.3011,0.6099,0.5559,0.7406,0,0,0,REMINDER,SUCCESS
training_0756,cust_0322,merchant_014,235.96,INSUFFICIENT_FUNDS,NETBANKING,1660,0.6976,0.3880,0.7595,0.4505,1,0,1,RETRY,FAILURE
training_0757,cust_0164,merchant_050,426.26,INSUFFICIENT_FUNDS,NETBANKING,665,0.2637,0.1075,0.8481,0.0765,5,0,0,REMINDER,FAILURE
training_0758,cust_0246,merchant_037,664.64,TEMPORARY_FAILURE,UPI,1644,0.6315,0.0620,0.1754,0.1078,5,3,0,RETRY,SUCCESS
training_0759,cust_0111,merchant_040,454.88,UNKNOWN_FAILURE,UPI,2093,0.8367,0.3728,0.1460,0.6617,2,0,0,REMINDER,FAILURE
training_0760,cust_0319,merchant_005,116.30,UNKNOWN_FAILURE,UPI,2461,0.8131,0.2291,0.6356,0.8635,1,0,1,RETRY,FAILURE
training_0761,cust_0222,merchant_046,412.17,INSUFFICIENT_FUNDS,UPI,136,0.6051,0.8779,0.2174,0.6281,0,0,0,REMINDER,FAILURE
training_0762,cust_0321,merchant_021,639.46,PAYMENT_METHOD_ERROR,WALLET,1209,0.9437,0.3786,0.3639,0.6812,2,1,1,REMINDER,FAILURE
training_0763,cust_0020,merchant_038,561.63,TEMPORARY_FAILURE,WALLET,1094,0.2130,0.6727,0.9426,0.2981,0,0,0,RETRY,SUCCESS
training_0764,cust_0312,merchant_010,132.98,PAYMENT_METHOD_ERROR,UPI,178,0.7180,0.1037,0.3914,0.2498,2,0,1,RETRY,FAILURE
training_0765,cust_0121,merchant_004,647.49,INSUFFICIENT_FUNDS,CARD,329,0.1658,0.6489,0.4063,0.5709,4,3,0,REMINDER,FAILURE
training_0766,cust_0149,merchant_032,337.82,TEMPORARY_FAILURE,UPI,2288,0.7669,0.8299,0.1160,0.8427,5,2,0,RETRY,FAILURE
training_0767,cust_0185,merchant_021,726.21,INSUFFICIENT_FUNDS,CARD,1966,0.4875,0.3434,0.7100,0.1964,5,3,2,REMINDER,FAILURE
training_0768,cust_0137,merchant_006,890.77,INSUFFICIENT_FUNDS,CARD,770,0.6012,0.7009,0.8450,0.3354,4,1,1,RETRY,SUCCESS
training_0769,cust_0328,merchant_003,56.02,INSUFFICIENT_FUNDS,WALLET,1185,0.5128,0.2532,0.2202,0.3589,0,0,0,REMINDER,SUCCESS
training_0770,cust_0074,merchant_049,216.59,INSUFFICIENT_FUNDS,CARD,768,0.8969,0.3600,0.7204,0.4838,3,2,1,REMINDER,FAILURE
training_0771,cust_0289,merchant_011,703.59,PAYMENT_METHOD_ERROR,NETBANKING,907,0.9051,0.0919,0.9197,0.2466,2,2,0,REMINDER,FAILURE
training_0772,cust_0094,merchant_005,109.13,INSUFFICIENT_FUNDS,CARD,2269,0.4230,0.5104,0.4430,0.6744,1,0,1,RETRY,FAILURE
training_0773,cust_0102,merchant_029,680.20,PAYMENT_METHOD_ERROR,CARD,1708,0.9172,0.8001,0.1502,0.3822,2,2,0,RETRY,SUCCESS
training_0774,cust_0154,merchant_015,338.76,TEMPORARY_FAILURE,UPI,135,0.8884,0.0780,0.9188,0.2786,4,3,1,REMINDER,FAILURE
training_0775,cust_0131,merchant_039,293.80,PAYMENT_METHOD_ERROR,UPI,2337,0.3959,0.4379,0.5344,0.8970,1,0,0,RETRY,FAILURE
training_0776,cust_0324,merchant_008,568.56,PAYMENT_METHOD_ERROR,UPI,1630,0.8359,0.3231,0.4689,0.2870,0,0,0,REMINDER,FAILURE
training_0777,cust_0062,merchant_001,406.29,INSUFFICIENT_FUNDS,WALLET,957,0.3498,0.7724,0.6283,0.2177,3,1,2,RETRY,FAILURE
training_0778,cust_0262,merchant_024,203.79,TEMPORARY_FAILURE,UPI,2012,0.4369,0.3375,0.2292,0.5622,3,0,3,RETRY,FAILURE
training_0779,cust_0322,merchant_049,919.62,TEMPORARY_FAILURE,NETBANKING,2282,0.8112,0.1789,0.6638,0.4266,1,0,1,RETRY,FAILURE
training_0780,cust_0098,merchant_043,982.59,PAYMENT_METHOD_ERROR,NETBANKING,1728,0.7092,0.7633,0.2669,0.2145,0,0,0,REMINDER,FAILURE
training_0781,cust_0044,merchant_001,680.32,TEMPORARY_FAILURE,UPI,2285,0.4581,0.5830,0.2862,0.8655,5,2,3,REMINDER,FAILURE
training_0782,cust_0132,merchant_043,235.65,PAYMENT_METHOD_ERROR,UPI,1798,0.5878,0.3281,0.3641,0.8287,0,0,0,REMINDER,FAILURE
training_0783,cust_0080,merchant_041,668.76,PAYMENT_METHOD_ERROR,UPI,750,0.6462,0.1506,0.9497,0.1967,1,1,0,RETRY,FAILURE
training_0784,cust_0036,merchant_045,58.43,UNKNOWN_FAILURE,UPI,297,0.6261,0.3052,0.2820,0.6118,5,0,2,REMINDER,FAILURE
training_0785,cust_0319,merchant_034,536.46,PAYMENT_METHOD_ERROR,UPI,50,0.6793,0.1828,0.3969,0.7833,4,4,0,RETRY,FAILURE
training_0786,cust_0230,merchant_034,853.74,PAYMENT_METHOD_ERROR,NETBANKING,103,0.6250,0.7713,0.2842,0.7082,4,1,2,RETRY,FAILURE
training_0787,cust_0100,merchant_010,984.35,PAYMENT_METHOD_ERROR,WALLET,2052,0.3021,0.8542,0.3694,0.2754,3,0,3,RETRY,FAILURE
training_0788,cust_0318,merchant_022,357.03,UNKNOWN_FAILURE,WALLET,2181,0.7736,0.6331,0.1139,0.1416,3,0,3,REMINDER,FAILURE
training_0789,cust_0246,merchant_043,501.42,INSUFFICIENT_FUNDS,UPI,1562,0.9144,0.6179,0.1292,0.5532,5,3,0,REMINDER,FAILURE
training_0790,cust_0029,merchant_024,404.60,PAYMENT_METHOD_ERROR,WALLET,484,0.8783,0.1260,0.9055,0.3688,4,2,0,REMINDER,FAILURE
training_0791,cust_0103,merchant_009,11.76,INSUFFICIENT_FUNDS,UPI,587,0.1702,0.3476,0.6764,0.6055,5,5,0,REMINDER,FAILURE
training_0792,cust_0206,merchant_018,134.09,TEMPORARY_FAILURE,NETBANKING,634,0.2700,0.8285,0.2126,0.8002,4,3,0,RETRY,FAILURE
training_0793,cust_0294,merchant_014,787.61,TEMPORARY_FAILURE,CARD,2403,0.5758,0.3530,0.4375,0.3530,4,1,3,REMINDER,FAILURE
training_0794,cust_0225,merchant_042,971.33,INSUFFICIENT_FUNDS,WALLET,1512,0.7363,0.8395,0.7914,0.8943,2,2,0,RETRY,FAILURE
training_0795,cust_0220,merchant_011,294.41,TEMPORARY_FAILURE,NETBANKING,2296,0.3911,0.2716,0.5706,0.1418,5,2,0,RETRY,FAILURE
training_0796,cust_0144,merchant_036,626.13,UNKNOWN_FAILURE,UPI,1047,0.8400,0.7220,0.3404,0.3183,3,0,1,RETRY,SUCCESS
training_0797,cust_0303,merchant_046,823.40,PAYMENT_METHOD_ERROR,CARD,2146,0.9165,0.4170,0.4229,0.8099,4,1,1,RETRY,FAILURE
training_0798,cust_0047,merchant_003,309.25,UNKNOWN_FAILURE,WALLET,2416,0.7966,0.4414,0.6088,0.7974,2,0,1,REMINDER,FAILURE
training_0799,cust_0267,merchant_040,713.14,TEMPORARY_FAILURE,WALLET,561,0.3461,0.2281,0.2845,0.1341,5,2,0,RETRY,FAILURE
training_0800,cust_0125,merchant_050,905.36,PAYMENT_METHOD_ERROR,UPI,2692,0.5700,0.5011,0.8555,0.2709,5,5,0,RETRY,FAILURE
training_0801,cust_0288,merchant_019,411.62,PAYMENT_METHOD_ERROR,UPI,530,0.3347,0.1494,0.9336,0.3426,0,0,0,REMINDER,FAILURE
training_0802,cust_0073,merchant_012,711.15,TEMPORARY_FAILURE,WALLET,1830,0.6728,0.7585,0.9318,0.7209,3,1,0,REMINDER,FAILURE
training_0803,cust_0026,merchant_009,167.59,PAYMENT_METHOD_ERROR,UPI,1408,0.1839,0.0850,0.8179,0.0918,0,0,0,REMINDER,FAILURE
training_0804,cust_0250,merchant_017,185.97,UNKNOWN_FAILURE,NETBANKING,1319,0.2879,0.2878,0.8688,0.8552,5,5,0,REMINDER,FAILURE
training_0805,cust_0021,merchant_036,89.13,TEMPORARY_FAILURE,NETBANKING,24,0.4277,0.2695,0.4527,0.0513,5,3,2,REMINDER,FAILURE
training_0806,cust_0019,merchant_001,564.99,INSUFFICIENT_FUNDS,NETBANKING,135,0.3088,0.6478,0.6544,0.6567,1,0,1,RETRY,FAILURE
training_0807,cust_0051,merchant_039,951.04,INSUFFICIENT_FUNDS,CARD,936,0.7817,0.3373,0.9260,0.1253,1,0,1,REMINDER,SUCCESS
training_0808,cust_0278,merchant_024,270.07,TEMPORARY_FAILURE,CARD,1597,0.3882,0.8943,0.2017,0.7022,3,3,0,RETRY,FAILURE
training_0809,cust_0175,merchant_049,79.21,INSUFFICIENT_FUNDS,NETBANKING,1646,0.5648,0.2466,0.4075,0.5649,3,0,2,REMINDER,FAILURE
training_0810,cust_0035,merchant_012,778.86,TEMPORARY_FAILURE,WALLET,2502,0.1201,0.8900,0.2611,0.5078,4,1,1,RETRY,FAILURE
training_0811,cust_0213,merchant_014,556.41,TEMPORARY_FAILURE,UPI,336,0.4579,0.3170,0.8972,0.3039,2,2,0,RETRY,FAILURE
training_0812,cust_0109,merchant_047,22.75,INSUFFICIENT_FUNDS,WALLET,241,0.7597,0.1364,0.7501,0.0913,0,0,0,RETRY,FAILURE
training_0813,cust_0133,merchant_028,691.68,PAYMENT_METHOD_ERROR,NETBANKING,1077,0.2911,0.0701,0.2472,0.8742,4,3,1,RETRY,FAILURE
training_0814,cust_0342,merchant_036,391.06,PAYMENT_METHOD_ERROR,NETBANKING,643,0.2046,0.2573,0.2336,0.3946,3,2,1,RETRY,FAILURE
training_0815,cust_0056,merchant_016,480.18,PAYMENT_METHOD_ERROR,UPI,1655,0.4156,0.6049,0.7978,0.6792,5,0,0,RETRY,FAILURE
training_0816,cust_0285,merchant_035,31.89,PAYMENT_METHOD_ERROR,UPI,1334,0.6152,0.2694,0.4645,0.4439,1,1,0,RETRY,FAILURE
training_0817,cust_0200,merchant_041,500.49,PAYMENT_METHOD_ERROR,CARD,658,0.5858,0.6103,0.3569,0.5104,0,0,0,REMINDER,FAILURE
training_0818,cust_0129,merchant_034,448.43,PAYMENT_METHOD_ERROR,CARD,2036,0.8114,0.1519,0.5082,0.4720,0,0,0,REMINDER,SUCCESS
training_0819,cust_0100,merchant_003,925.76,UNKNOWN_FAILURE,NETBANKING,1378,0.3680,0.0603,0.6910,0.8109,4,4,0,RETRY,FAILURE
training_0820,cust_0144,merchant_001,571.79,TEMPORARY_FAILURE,CARD,768,0.6610,0.0771,0.8918,0.6416,1,1,0,RETRY,SUCCESS
training_0821,cust_0082,merchant_014,554.40,UNKNOWN_FAILURE,CARD,2508,0.9214,0.3874,0.1955,0.3936,0,0,0,REMINDER,SUCCESS
training_0822,cust_0066,merchant_037,831.22,UNKNOWN_FAILURE,WALLET,1580,0.4996,0.5820,0.2616,0.5363,4,4,0,RETRY,FAILURE
training_0823,cust_0344,merchant_038,312.57,TEMPORARY_FAILURE,UPI,1508,0.4629,0.2431,0.6623,0.2249,2,1,0,RETRY,FAILURE
training_0824,cust_0231,merchant_006,886.00,INSUFFICIENT_FUNDS,WALLET,1807,0.8156,0.8656,0.8291,0.3015,3,0,2,RETRY,FAILURE
training_0825,cust_0055,merchant_014,687.82,INSUFFICIENT_FUNDS,WALLET,1178,0.6725,0.3660,0.8773,0.6564,2,1,1,REMINDER,FAILURE
training_0826,cust_0027,merchant_006,813.20,UNKNOWN_FAILURE,NETBANKING,1260,0.1087,0.4715,0.5627,0.8465,3,1,1,RETRY,FAILURE
training_0827,cust_0066,merchant_039,206.25,UNKNOWN_FAILURE,WALLET,496,0.5438,0.2565,0.2436,0.7175,5,2,2,REMINDER,FAILURE
training_0828,cust_0273,merchant_002,162.66,INSUFFICIENT_FUNDS,CARD,280,0.2379,0.4747,0.7015,0.7858,0,0,0,REMINDER,SUCCESS
training_0829,cust_0105,merchant_002,406.48,PAYMENT_METHOD_ERROR,CARD,460,0.9163,0.3627,0.5081,0.3621,1,0,0,RETRY,FAILURE
training_0830,cust_0301,merchant_032,491.16,INSUFFICIENT_FUNDS,WALLET,526,0.3889,0.5454,0.6624,0.1793,1,1,0,REMINDER,FAILURE
training_0831,cust_0143,merchant_019,796.44,PAYMENT_METHOD_ERROR,WALLET,2244,0.1828,0.2777,0.8907,0.4968,1,1,0,RETRY,FAILURE
training_0832,cust_0008,merchant_043,71.21,PAYMENT_METHOD_ERROR,UPI,498,0.1448,0.1514,0.6462,0.7872,4,0,3,REMINDER,FAILURE
training_0833,cust_0323,merchant_011,100.01,INSUFFICIENT_FUNDS,CARD,2477,0.7386,0.1308,0.1412,0.3894,1,0,1,RETRY,FAILURE
training_0834,cust_0236,merchant_013,36.14,UNKNOWN_FAILURE,WALLET,2495,0.1068,0.8419,0.8126,0.5941,3,3,0,RETRY,FAILURE
training_0835,cust_0115,merchant_042,593.89,TEMPORARY_FAILURE,WALLET,1409,0.3382,0.1639,0.1767,0.0818,1,1,0,REMINDER,FAILURE
training_0836,cust_0222,merchant_022,442.88,UNKNOWN_FAILURE,CARD,2589,0.2619,0.4174,0.5041,0.8139,2,2,0,RETRY,FAILURE
training_0837,cust_0268,merchant_031,727.15,TEMPORARY_FAILURE,NETBANKING,663,0.9340,0.2580,0.3056,0.7477,5,3,2,REMINDER,FAILURE
training_0838,cust_0207,merchant_009,239.20,TEMPORARY_FAILURE,UPI,2562,0.7849,0.1721,0.1966,0.1421,3,2,1,RETRY,FAILURE
training_0839,cust_0312,merchant_009,562.77,INSUFFICIENT_FUNDS,WALLET,1839,0.6669,0.4074,0.3983,0.1229,1,0,0,REMINDER,SUCCESS
training_0840,cust_0275,merchant_026,476.55,INSUFFICIENT_FUNDS,CARD,157,0.5708,0.5080,0.4443,0.4064,2,2,0,REMINDER,FAILURE
training_0841,cust_0103,merchant_003,882.04,UNKNOWN_FAILURE,CARD,227,0.6824,0.7062,0.3508,0.1966,5,0,1,RETRY,SUCCESS
training_0842,cust_0107,merchant_029,769.65,TEMPORARY_FAILURE,CARD,2223,0.8704,0.2514,0.9273,0.5849,1,1,0,REMINDER,FAILURE
training_0843,cust_0022,merchant_021,760.06,INSUFFICIENT_FUNDS,UPI,1511,0.4570,0.4308,0.5053,0.2549,2,1,1,RETRY,FAILURE
training_0844,cust_0258,merchant_030,153.14,UNKNOWN_FAILURE,WALLET,2143,0.6604,0.3820,0.5567,0.2075,0,0,0,RETRY,FAILURE
training_0845,cust_0002,merchant_045,393.05,INSUFFICIENT_FUNDS,WALLET,1066,0.7587,0.5501,0.6970,0.8141,4,2,2,REMINDER,FAILURE
training_0846,cust_0093,merchant_031,668.15,UNKNOWN_FAILURE,NETBANKING,945,0.3831,0.6841,0.9106,0.5753,0,0,0,RETRY,FAILURE
training_0847,cust_0124,merchant_031,835.57,TEMPORARY_FAILURE,NETBANKING,936,0.8566,0.2156,0.8109,0.5026,2,2,0,REMINDER,FAILURE
